"BETULA","PINUSSY","ULMUS","QUERCUS","ALNUSGL","CORYLUS.","SALIX","JUNIPERU","CALLUNA","EMPETRUM","GRAMINEA","CYPERACE","SOLIDAGO","COMPOSIT","ARTEMISI","CARYOPHY","SAGINA","SILENEC","CHENOPOD","EPILOBIU","PAPILION","ANTHYLLI","ASTRAGAL","ONONIS.T","ROSACEAE","RUBIACEA","RANUNCUL","THALICTR","RUMEXAC","OXYRIA.T","PARNASSI","SAXIFRAG","SAXIFRAG.1","SEDUM","URTICA","VERONICA"
15.1099996566772,51.8199996948242,2.6800000667572,3.44000005722046,5.53999996185303,6.88000011444092,0,0,7.07000017166138,0.759999990463257,1.3400000333786,4.78000020980835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,59.4799995422363,0.930000007152557,1.86000001430511,0.930000007152557,7.80999994277954,0.930000007152557,0,3.34999990463257,0.740000009536743,0.560000002384186,2.03999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0.189999997615814,0,0,0,0,0,0,0,0,0,0,0
9.26000022888184,76.2300033569336,0.540000021457672,1.0900000333786,0.730000019073486,7.07999992370605,0,0,2.35999989509583,0.360000014305115,0.180000007152557,2.1800000667572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.7000007629395,74.8399963378906,0.800000011920929,0.479999989271164,0,0.959999978542328,0.159999996423721,0,0.639999985694885,0,0.319999992847443,0.639999985694885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07000017166138,88.0599975585938,0.389999985694885,1.37000000476837,0.200000002980232,1.16999995708466,0.200000002980232,0,0.77999997138977,0.589999973773956,0.389999985694885,0.589999973773956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3199996948242,81.5699996948242,1.14999997615814,1.3400000333786,0.189999997615814,2.29999995231628,0.5799999833107,0,0.379999995231628,0,0.379999995231628,0.5799999833107,0,0,0,0,0,0,0,0,0,0,0,0,0.189999997615814,0,0,0,0,0,0,0,0,0,0,0
14.8599996566772,73.5199966430664,1.51999998092651,1.71000003814697,0.189999997615814,5.51999998092651,0.759999990463257,0.379999995231628,1.13999998569489,0,0,0.379999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.2200002670288,73.9300003051758,0,0,0.189999997615814,9.68000030517578,0.189999997615814,0.370000004768372,0.560000002384186,0,1.12000000476837,0.560000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5499992370605,56.5699996948242,1.27999997138977,2.54999995231628,0.360000014305115,9.11999988555908,1.46000003814697,0.360000014305115,1.46000003814697,0,0.730000019073486,0.550000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.9300003051758,57.9900016784668,1.79999995231628,1.79999995231628,0,6.09999990463257,1.79999995231628,0.360000014305115,0.180000007152557,0,1.97000002861023,0.360000014305115,0,0,0,0,0,0,0,0,0,0,0,0,0.180000007152557,0,0,0,0,0,0,0,0,0,0,0
30.3299999237061,54.939998626709,2.07999992370605,0.689999997615814,0,6.40999984741211,1.38999998569489,0.349999994039536,0.689999997615814,0,1.9099999666214,0.519999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0.170000001788139,0,0,0,0,0,0,0,0,0,0,0
30.1700000762939,57.5,1.83000004291534,1.5,0.170000001788139,4.67000007629395,1.16999995708466,0.5,0.5,0,1.16999995708466,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.25,54.4900016784668,1.14999997615814,1.9099999666214,0,6.88000011444092,1.14999997615814,0.379999995231628,2.09999990463257,0,1.52999997138977,0.569999992847443,0,0,0,0,0,0,0,0,0,0,0,0,0.189999997615814,0,0,0,0.189999997615814,0,0,0,0,0,0,0
33.9099998474121,49.9199981689453,1.11000001430511,0.479999989271164,0.159999996423721,8.5600004196167,1.74000000953674,0.319999992847443,0.479999989271164,0.159999996423721,2.05999994277954,0.790000021457672,0,0,0,0,0,0,0,0,0,0,0,0,0.159999996423721,0,0,0,0,0,0,0,0,0,0,0
40.1599998474121,42.1699981689453,1.20000004768372,1,0.200000002980232,8.22999954223633,2.41000008583069,1.20000004768372,0.400000005960464,0,2.00999999046326,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.689998626709,14.5799999237061,0.479999989271164,1.12000000476837,0.319999992847443,16.8299999237061,2.55999994277954,0.800000011920929,1.12000000476837,0,3.21000003814697,1.12000000476837,0,0,0,0,0,0,0,0,0,0,0,0,0.159999996423721,0,0,0,0,0,0,0,0,0,0,0
58.2799987792969,5.32000017166138,1.63999998569489,2.03999996185303,0,24.5400009155273,2.03999996185303,0.200000002980232,1.42999994754791,0.200000002980232,2.66000008583069,0.819999992847443,0.200000002980232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000002980232,0,0
